Model,Type,Account,Steps,Correct,Repetition per Account(Model),Repetition per Type(Model),Repetition per Question(Model),Account(Model) Cumulative,Type(Model) Cumulative,Question(Model) Cumulative,Account(Model) Percentual,Type(Model) Percentual,Question(Model) Percentual,Type and Account Percentual
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,3,0,116,1316,1316,0,0,0,=0/116,=0/1316,=0/1316,=0/116
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,+,0,117,1317,1317,0,0,0,=0/117,=0/1317,=0/1317,=0/117
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,4,0,118,1318,1318,0,0,0,=0/118,=0/1318,=0/1318,=0/118
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,3,0,119,1319,1319,0,0,0,=0/119,=0/1319,=0/1319,=0/119
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,3,0,120,1320,1320,0,0,0,=0/120,=0/1320,=0/1320,=0/120
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,18,0,121,1321,1321,0,0,0,=0/121,=0/1321,=0/1321,=0/121
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,13,0,122,1322,1322,0,0,0,=0/122,=0/1322,=0/1322,=0/122
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,123,1323,1323,0,0,0,=0/123,=0/1323,=0/1323,=0/123
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,3,0,124,1324,1324,0,0,0,=0/124,=0/1324,=0/1324,=0/124
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,4,0,125,1325,1325,0,0,0,=0/125,=0/1325,=0/1325,=0/125
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,126,1326,1326,0,0,0,=0/126,=0/1326,=0/1326,=0/126
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,3,0,127,1327,1327,0,0,0,=0/127,=0/1327,=0/1327,=0/127
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,128,1328,1328,0,0,0,=0/128,=0/1328,=0/1328,=0/128
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,129,1329,1329,0,0,0,=0/129,=0/1329,=0/1329,=0/129
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,130,1330,1330,0,0,0,=0/130,=0/1330,=0/1330,=0/130
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,4,0,131,1331,1331,0,0,0,=0/131,=0/1331,=0/1331,=0/131
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,132,1332,1332,0,0,0,=0/132,=0/1332,=0/1332,=0/132
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,4,0,133,1333,1333,0,0,0,=0/133,=0/1333,=0/1333,=0/133
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,5,0,134,1334,1334,0,0,0,=0/134,=0/1334,=0/1334,=0/134
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,3,0,135,1335,1335,0,0,0,=0/135,=0/1335,=0/1335,=0/135
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,11,0,136,1336,1336,0,0,0,=0/136,=0/1336,=0/1336,=0/136
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,137,1337,1337,0,0,0,=0/137,=0/1337,=0/1337,=0/137
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,5,0,138,1338,1338,0,0,0,=0/138,=0/1338,=0/1338,=0/138
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,7,0,139,1339,1339,0,0,0,=0/139,=0/1339,=0/1339,=0/139
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,140,1340,1340,0,0,0,=0/140,=0/1340,=0/1340,=0/140
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,141,1341,1341,0,0,0,=0/141,=0/1341,=0/1341,=0/141
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,142,1342,1342,0,0,0,=0/142,=0/1342,=0/1342,=0/142
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,143,1343,1343,0,0,0,=0/143,=0/1343,=0/1343,=0/143
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,144,1344,1344,0,0,0,=0/144,=0/1344,=0/1344,=0/144
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,145,1345,1345,0,0,0,=0/145,=0/1345,=0/1345,=0/145
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,146,1346,1346,0,0,0,=0/146,=0/1346,=0/1346,=0/146
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,7,0,147,1347,1347,0,0,0,=0/147,=0/1347,=0/1347,=0/147
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,148,1348,1348,0,0,0,=0/148,=0/1348,=0/1348,=0/148
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,3,0,149,1349,1349,0,0,0,=0/149,=0/1349,=0/1349,=0/149
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,150,1350,1350,0,0,0,=0/150,=0/1350,=0/1350,=0/150
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,151,1351,1351,0,0,0,=0/151,=0/1351,=0/1351,=0/151
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,4,0,152,1352,1352,0,0,0,=0/152,=0/1352,=0/1352,=0/152
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,153,1353,1353,0,0,0,=0/153,=0/1353,=0/1353,=0/153
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,154,1354,1354,0,0,0,=0/154,=0/1354,=0/1354,=0/154
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,155,1355,1355,0,0,0,=0/155,=0/1355,=0/1355,=0/155
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,3,0,156,1356,1356,0,0,0,=0/156,=0/1356,=0/1356,=0/156
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,3,0,157,1357,1357,0,0,0,=0/157,=0/1357,=0/1357,=0/157
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,158,1358,1358,0,0,0,=0/158,=0/1358,=0/1358,=0/158
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,7,0,159,1359,1359,0,0,0,=0/159,=0/1359,=0/1359,=0/159
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,7,0,160,1360,1360,0,0,0,=0/160,=0/1360,=0/1360,=0/160
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,161,1361,1361,0,0,0,=0/161,=0/1361,=0/1361,=0/161
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,162,1362,1362,0,0,0,=0/162,=0/1362,=0/1362,=0/162
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,163,1363,1363,0,0,0,=0/163,=0/1363,=0/1363,=0/163
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,164,1364,1364,0,0,0,=0/164,=0/1364,=0/1364,=0/164
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,3,0,165,1365,1365,0,0,0,=0/165,=0/1365,=0/1365,=0/165
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,4,0,166,1366,1366,0,0,0,=0/166,=0/1366,=0/1366,=0/166
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,3,0,167,1367,1367,0,0,0,=0/167,=0/1367,=0/1367,=0/167
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,168,1368,1368,0,0,0,=0/168,=0/1368,=0/1368,=0/168
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,169,1369,1369,0,0,0,=0/169,=0/1369,=0/1369,=0/169
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,170,1370,1370,0,0,0,=0/170,=0/1370,=0/1370,=0/170
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,3,0,171,1371,1371,0,0,0,=0/171,=0/1371,=0/1371,=0/171
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,3,0,172,1372,1372,0,0,0,=0/172,=0/1372,=0/1372,=0/172
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,173,1373,1373,0,0,0,=0/173,=0/1373,=0/1373,=0/173
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,174,1374,1374,0,0,0,=0/174,=0/1374,=0/1374,=0/174
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,4,0,175,1375,1375,0,0,0,=0/175,=0/1375,=0/1375,=0/175
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,7,0,176,1376,1376,0,0,0,=0/176,=0/1376,=0/1376,=0/176
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,4,0,177,1377,1377,0,0,0,=0/177,=0/1377,=0/1377,=0/177
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,3,0,178,1378,1378,0,0,0,=0/178,=0/1378,=0/1378,=0/178
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,13,0,179,1379,1379,0,0,0,=0/179,=0/1379,=0/1379,=0/179
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,5,0,180,1380,1380,0,0,0,=0/180,=0/1380,=0/1380,=0/180
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,4,0,181,1381,1381,0,0,0,=0/181,=0/1381,=0/1381,=0/181
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,182,1382,1382,0,0,0,=0/182,=0/1382,=0/1382,=0/182
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,183,1383,1383,0,0,0,=0/183,=0/1383,=0/1383,=0/183
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,184,1384,1384,0,0,0,=0/184,=0/1384,=0/1384,=0/184
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,185,1385,1385,0,0,0,=0/185,=0/1385,=0/1385,=0/185
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,4,0,186,1386,1386,0,0,0,=0/186,=0/1386,=0/1386,=0/186
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,187,1387,1387,0,0,0,=0/187,=0/1387,=0/1387,=0/187
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,3,0,188,1388,1388,0,0,0,=0/188,=0/1388,=0/1388,=0/188
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,189,1389,1389,0,0,0,=0/189,=0/1389,=0/1389,=0/189
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,190,1390,1390,0,0,0,=0/190,=0/1390,=0/1390,=0/190
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,+,0,191,1391,1391,0,0,0,=0/191,=0/1391,=0/1391,=0/191
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,192,1392,1392,0,0,0,=0/192,=0/1392,=0/1392,=0/192
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,193,1393,1393,0,0,0,=0/193,=0/1393,=0/1393,=0/193
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,7,0,194,1394,1394,0,0,0,=0/194,=0/1394,=0/1394,=0/194
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,5,0,195,1395,1395,0,0,0,=0/195,=0/1395,=0/1395,=0/195
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,196,1396,1396,0,0,0,=0/196,=0/1396,=0/1396,=0/196
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,5,0,197,1397,1397,0,0,0,=0/197,=0/1397,=0/1397,=0/197
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,7,0,198,1398,1398,0,0,0,=0/198,=0/1398,=0/1398,=0/198
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,199,1399,1399,0,0,0,=0/199,=0/1399,=0/1399,=0/199
gemini-1.5-flash-002,CoT,RJVo13lZOiNxT3R5nWLWWNtMMIW8OdHczhAfeg==,6,0,200,1400,1400,0,0,0,=0/200,=0/1400,=0/1400,=0/200
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,6,0,1,1401,1401,0,0,0,=0/1,=0/1401,=0/1401,=0/1
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,6,0,2,1402,1402,0,0,0,=0/2,=0/1402,=0/1402,=0/2
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,11,0,3,1403,1403,0,0,0,=0/3,=0/1403,=0/1403,=0/3
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,6,0,4,1404,1404,0,0,0,=0/4,=0/1404,=0/1404,=0/4
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,6,0,5,1405,1405,0,0,0,=0/5,=0/1405,=0/1405,=0/5
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,9,0,6,1406,1406,0,0,0,=0/6,=0/1406,=0/1406,=0/6
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,3,0,7,1407,1407,0,0,0,=0/7,=0/1407,=0/1407,=0/7
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,6,0,8,1408,1408,0,0,0,=0/8,=0/1408,=0/1408,=0/8
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,7,0,9,1409,1409,0,0,0,=0/9,=0/1409,=0/1409,=0/9
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,7,0,10,1410,1410,0,0,0,=0/10,=0/1410,=0/1410,=0/10
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,3,0,11,1411,1411,0,0,0,=0/11,=0/1411,=0/1411,=0/11
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,13,0,12,1412,1412,0,0,0,=0/12,=0/1412,=0/1412,=0/12
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,3,0,13,1413,1413,0,0,0,=0/13,=0/1413,=0/1413,=0/13
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,6,0,14,1414,1414,0,0,0,=0/14,=0/1414,=0/1414,=0/14
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,6,0,15,1415,1415,0,0,0,=0/15,=0/1415,=0/1415,=0/15
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,6,0,16,1416,1416,0,0,0,=0/16,=0/1416,=0/1416,=0/16
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,6,0,17,1417,1417,0,0,0,=0/17,=0/1417,=0/1417,=0/17
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,6,0,18,1418,1418,0,0,0,=0/18,=0/1418,=0/1418,=0/18
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,4,0,19,1419,1419,0,0,0,=0/19,=0/1419,=0/1419,=0/19
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,5,0,20,1420,1420,0,0,0,=0/20,=0/1420,=0/1420,=0/20
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,3,0,21,1421,1421,0,0,0,=0/21,=0/1421,=0/1421,=0/21
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,6,0,22,1422,1422,0,0,0,=0/22,=0/1422,=0/1422,=0/22
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,6,0,23,1423,1423,0,0,0,=0/23,=0/1423,=0/1423,=0/23
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,6,0,24,1424,1424,0,0,0,=0/24,=0/1424,=0/1424,=0/24
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,6,0,25,1425,1425,0,0,0,=0/25,=0/1425,=0/1425,=0/25
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,4,0,26,1426,1426,0,0,0,=0/26,=0/1426,=0/1426,=0/26
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,6,0,27,1427,1427,0,0,0,=0/27,=0/1427,=0/1427,=0/27
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,6,0,28,1428,1428,0,0,0,=0/28,=0/1428,=0/1428,=0/28
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,8,0,29,1429,1429,0,0,0,=0/29,=0/1429,=0/1429,=0/29
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,6,0,30,1430,1430,0,0,0,=0/30,=0/1430,=0/1430,=0/30
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,3,0,31,1431,1431,0,0,0,=0/31,=0/1431,=0/1431,=0/31
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,6,0,32,1432,1432,0,0,0,=0/32,=0/1432,=0/1432,=0/32
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,+,0,33,1433,1433,0,0,0,=0/33,=0/1433,=0/1433,=0/33
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,6,0,34,1434,1434,0,0,0,=0/34,=0/1434,=0/1434,=0/34
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,3,0,35,1435,1435,0,0,0,=0/35,=0/1435,=0/1435,=0/35
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,3,0,36,1436,1436,0,0,0,=0/36,=0/1436,=0/1436,=0/36
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,6,0,37,1437,1437,0,0,0,=0/37,=0/1437,=0/1437,=0/37
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,6,0,38,1438,1438,0,0,0,=0/38,=0/1438,=0/1438,=0/38
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,4,0,39,1439,1439,0,0,0,=0/39,=0/1439,=0/1439,=0/39
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,4,0,40,1440,1440,0,0,0,=0/40,=0/1440,=0/1440,=0/40
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,7,0,41,1441,1441,0,0,0,=0/41,=0/1441,=0/1441,=0/41
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,7,0,42,1442,1442,0,0,0,=0/42,=0/1442,=0/1442,=0/42
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,4,0,43,1443,1443,0,0,0,=0/43,=0/1443,=0/1443,=0/43
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,8,0,44,1444,1444,0,0,0,=0/44,=0/1444,=0/1444,=0/44
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,7,0,45,1445,1445,0,0,0,=0/45,=0/1445,=0/1445,=0/45
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,6,0,46,1446,1446,0,0,0,=0/46,=0/1446,=0/1446,=0/46
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,9,0,47,1447,1447,0,0,0,=0/47,=0/1447,=0/1447,=0/47
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,18,0,48,1448,1448,0,0,0,=0/48,=0/1448,=0/1448,=0/48
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,6,0,49,1449,1449,0,0,0,=0/49,=0/1449,=0/1449,=0/49
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,6,0,50,1450,1450,0,0,0,=0/50,=0/1450,=0/1450,=0/50
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,5,0,51,1451,1451,0,0,0,=0/51,=0/1451,=0/1451,=0/51
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,4,0,52,1452,1452,0,0,0,=0/52,=0/1452,=0/1452,=0/52
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,6,0,53,1453,1453,0,0,0,=0/53,=0/1453,=0/1453,=0/53
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,6,0,54,1454,1454,0,0,0,=0/54,=0/1454,=0/1454,=0/54
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,12,0,55,1455,1455,0,0,0,=0/55,=0/1455,=0/1455,=0/55
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,5,0,56,1456,1456,0,0,0,=0/56,=0/1456,=0/1456,=0/56
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,3,0,57,1457,1457,0,0,0,=0/57,=0/1457,=0/1457,=0/57
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,3,0,58,1458,1458,0,0,0,=0/58,=0/1458,=0/1458,=0/58
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,6,0,59,1459,1459,0,0,0,=0/59,=0/1459,=0/1459,=0/59
gemini-1.5-flash-002,CoT,UB-XUIkNQmXyKMx2o3HDL6OX7OmcofR3P4lWbg==,7,0,60,1460,1460,0,0,0,=0/60,=0/1460,=0/1460,=0/60
