Model,Type,Account,Answer,Correct,Repetition per Account(Model),Repetition per Type(Model),Repetition per Question(Model),Account(Model) Cumulative,Type(Model) Cumulative,Question(Model) Cumulative,Account(Model) Percentual,Type(Model) Percentual,Question(Model) Percentual
gemini-1.5-flash-002,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,52160.16,0,452,725,1889,0,0,0,=0/452,=0/725,=0/1889
gemini-1.5-flash-002,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,52173.6,0,453,726,1890,0,0,0,=0/453,=0/726,=0/1890
gemini-1.5-flash-002,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,51340.0,0,454,727,1891,0,0,0,=0/454,=0/727,=0/1891
gemini-1.5-flash-002,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,52160.19,0,455,728,1892,0,0,0,=0/455,=0/728,=0/1892
gemini-1.5-flash-002,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,52160.19,0,456,729,1893,0,0,0,=0/456,=0/729,=0/1893
gemini-1.5-flash-002,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,54881.16,0,457,730,1894,0,0,0,=0/457,=0/730,=0/1894
gemini-1.5-flash-002,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,52160.19,0,458,731,1895,0,0,0,=0/458,=0/731,=0/1895
gemini-1.5-flash-002,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,52169.76,0,459,732,1896,0,0,0,=0/459,=0/732,=0/1896
gemini-1.5-flash-002,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,51340.0,0,460,733,1897,0,0,0,=0/460,=0/733,=0/1897
gemini-1.5-flash-002,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,52121.38,0,461,734,1898,0,0,0,=0/461,=0/734,=0/1898
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.02,0,431,664,1868,0,0,0,=0/431,=0/664,=0/1868
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.02,0,463,665,1900,0,0,0,=0/463,=0/665,=0/1900
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.06,0,464,666,1901,0,0,0,=0/464,=0/666,=0/1901
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.05,0,465,667,1902,0,0,0,=0/465,=0/667,=0/1902
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90700.0,0,466,668,1903,0,0,0,=0/466,=0/668,=0/1903
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90706.26,0,467,669,1904,0,0,0,=0/467,=0/669,=0/1904
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.0,0,468,670,1905,0,0,0,=0/468,=0/670,=0/1905
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90700.0,0,469,671,1906,0,0,0,=0/469,=0/671,=0/1906
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.04,0,470,672,1907,0,0,0,=0/470,=0/672,=0/1907
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.16,0,471,673,1908,0,0,0,=0/471,=0/673,=0/1908
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.05,0,472,675,1910,0,0,0,=0/472,=0/675,=0/1910
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.05,0,473,676,1911,0,0,0,=0/473,=0/676,=0/1911
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.0,0,474,677,1912,0,0,0,=0/474,=0/677,=0/1912
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.04,0,475,678,1913,0,0,0,=0/475,=0/678,=0/1913
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90718.04,0,1,674,1909,0,0,0,=0/1,=0/674,=0/1909
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90718.03,0,3,680,1916,0,0,0,=0/3,=0/680,=0/1916
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90718.04,0,4,681,1917,0,0,0,=0/4,=0/681,=0/1917
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90718.06,0,5,682,1918,0,0,0,=0/5,=0/682,=0/1918
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90718.02,0,6,683,1919,0,0,0,=0/6,=0/683,=0/1919
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90718.06,0,7,684,1920,0,0,0,=0/7,=0/684,=0/1920
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90718.04,0,9,685,1922,0,0,0,=0/9,=0/685,=0/1922
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90700.0,0,10,686,1923,0,0,0,=0/10,=0/686,=0/1923
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90718.03,0,11,687,1924,0,0,0,=0/11,=0/687,=0/1924
gemini-1.5-flash-002,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,52160.19,0,462,735,1899,0,0,0,=0/462,=0/735,=0/1899
gemini-1.5-flash-002,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,52160.19,0,477,737,1926,0,0,0,=0/477,=0/737,=0/1926
gemini-1.5-flash-002,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,82648.19,0,478,738,1927,0,0,0,=0/478,=0/738,=0/1927
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90717.95,0,8,501,1921,0,0,0,=0/8,=0/501,=0/1921
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90717.95,0,13,502,1929,0,0,0,=0/13,=0/502,=0/1929
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90717.0,0,14,503,1930,0,0,0,=0/14,=0/503,=0/1930
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90717.95,0,15,504,1931,0,0,0,=0/15,=0/504,=0/1931
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90717.95,0,16,505,1932,0,0,0,=0/16,=0/505,=0/1932
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90717.95,0,17,506,1933,0,0,0,=0/17,=0/506,=0/1933
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90717.95,0,18,507,1934,0,0,0,=0/18,=0/507,=0/1934
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90717.95,0,19,508,1935,0,0,0,=0/19,=0/508,=0/1935
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90717.95,0,20,509,1936,0,0,0,=0/20,=0/509,=0/1936
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90717.95,0,21,510,1937,0,0,0,=0/21,=0/510,=0/1937
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90717.0,0,22,511,1938,0,0,0,=0/22,=0/511,=0/1938
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90718.0,0,12,688,1925,0,0,0,=0/12,=0/688,=0/1925
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90718.04,0,24,689,1940,0,0,0,=0/24,=0/689,=0/1940
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90718.04,0,25,690,1941,0,0,0,=0/25,=0/690,=0/1941
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90718.05,0,26,691,1942,0,0,0,=0/26,=0/691,=0/1942
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90718.04,0,27,692,1943,0,0,0,=0/27,=0/692,=0/1943
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90718.02,0,28,693,1944,0,0,0,=0/28,=0/693,=0/1944
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90718.04,0,29,694,1945,0,0,0,=0/29,=0/694,=0/1945
gemini-1.5-flash-002,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,52465.16,0,479,739,1928,0,0,0,=0/479,=0/739,=0/1928
gemini-1.5-flash-002,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,52465.95,0,480,740,1947,0,0,0,=0/480,=0/740,=0/1947
gemini-1.5-flash-002,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,52160.16,0,481,741,1948,0,0,0,=0/481,=0/741,=0/1948
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90718.0,0,30,695,1946,0,0,0,=0/30,=0/695,=0/1946
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90718.0,0,31,696,1949,0,0,0,=0/31,=0/696,=0/1949
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90700.0,0,32,697,1950,0,0,0,=0/32,=0/697,=0/1950
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,52465.66,0,2,736,1914,0,0,0,=0/2,=0/736,=0/1914
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,52160.19,0,34,742,1952,0,0,0,=0/34,=0/742,=0/1952
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,52862.68,0,35,743,1953,0,0,0,=0/35,=0/743,=0/1953
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,52465.18,0,36,744,1954,0,0,0,=0/36,=0/744,=0/1954
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,52465.95,0,37,745,1955,0,0,0,=0/37,=0/745,=0/1955
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,52160.19,0,38,746,1956,0,0,0,=0/38,=0/746,=0/1956
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.06,0,476,679,1915,0,0,0,=0/476,=0/679,=0/1915
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.0,0,482,699,1958,0,0,0,=0/482,=0/699,=0/1958
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.0,0,483,700,1959,0,0,0,=0/483,=0/700,=0/1959
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.16,0,484,701,1960,0,0,0,=0/484,=0/701,=0/1960
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.47,0,485,702,1961,0,0,0,=0/485,=0/702,=0/1961
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.0,0,486,703,1962,0,0,0,=0/486,=0/703,=0/1962
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90717.95,0,487,704,1963,0,0,0,=0/487,=0/704,=0/1963
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.0,0,488,705,1964,0,0,0,=0/488,=0/705,=0/1964
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.04,0,489,706,1965,0,0,0,=0/489,=0/706,=0/1965
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90700.0,0,490,707,1966,0,0,0,=0/490,=0/707,=0/1966
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.02,0,491,708,1967,0,0,0,=0/491,=0/708,=0/1967
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.07,0,492,709,1968,0,0,0,=0/492,=0/709,=0/1968
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90717.0,0,23,512,1939,0,0,0,=0/23,=0/512,=0/1939
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90717.95,0,40,513,1970,0,0,0,=0/40,=0/513,=0/1970
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90717.95,0,41,514,1971,0,0,0,=0/41,=0/514,=0/1971
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90717.95,0,42,515,1972,0,0,0,=0/42,=0/515,=0/1972
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90717.95,0,43,516,1973,0,0,0,=0/43,=0/516,=0/1973
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90717.95,0,44,517,1974,0,0,0,=0/44,=0/517,=0/1974
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90717.95,0,45,518,1975,0,0,0,=0/45,=0/518,=0/1975
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90717.95,0,46,519,1976,0,0,0,=0/46,=0/519,=0/1976
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90718.47,0,33,698,1951,0,0,0,=0/33,=0/698,=0/1951
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.05,0,493,710,1969,0,0,0,=0/493,=0/710,=0/1969
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.0,0,494,712,1979,0,0,0,=0/494,=0/712,=0/1979
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.47,0,495,713,1980,0,0,0,=0/495,=0/713,=0/1980
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.0,0,496,714,1981,0,0,0,=0/496,=0/714,=0/1981
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.06,0,497,715,1982,0,0,0,=0/497,=0/715,=0/1982
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.0,0,498,716,1983,0,0,0,=0/498,=0/716,=0/1983
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.0,0,499,717,1984,0,0,0,=0/499,=0/717,=0/1984
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90706.26,0,500,718,1985,0,0,0,=0/500,=0/718,=0/1985
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.04,0,501,719,1986,0,0,0,=0/501,=0/719,=0/1986
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.0,0,502,720,1987,0,0,0,=0/502,=0/720,=0/1987
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90700.0,0,503,721,1988,0,0,0,=0/503,=0/721,=0/1988
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.47,0,504,722,1989,0,0,0,=0/504,=0/722,=0/1989
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.05,0,505,723,1990,0,0,0,=0/505,=0/723,=0/1990
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,91174.8,0,506,724,1991,0,0,0,=0/506,=0/724,=0/1991
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.0,0,507,725,1992,0,0,0,=0/507,=0/725,=0/1992
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.0,0,508,726,1993,0,0,0,=0/508,=0/726,=0/1993
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.0,0,509,727,1994,0,0,0,=0/509,=0/727,=0/1994
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.0,0,510,728,1995,0,0,0,=0/510,=0/728,=0/1995
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.04,0,511,729,1996,0,0,0,=0/511,=0/729,=0/1996
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.0,0,512,730,1997,0,0,0,=0/512,=0/730,=0/1997
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,110803.12,0,513,731,1998,0,0,0,=0/513,=0/731,=0/1998
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.04,0,514,732,1999,0,0,0,=0/514,=0/732,=0/1999
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.0,0,515,733,2000,0,0,0,=0/515,=0/733,=0/2000
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.04,0,516,734,2001,0,0,0,=0/516,=0/734,=0/2001
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.04,0,517,735,2002,0,0,0,=0/517,=0/735,=0/2002
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90718.47,0,48,711,1978,0,0,0,=0/48,=0/711,=0/1978
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90718.0,0,49,737,2004,0,0,0,=0/49,=0/737,=0/2004
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90718.06,0,50,738,2005,0,0,0,=0/50,=0/738,=0/2005
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90718.04,0,51,739,2006,0,0,0,=0/51,=0/739,=0/2006
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90717.95,0,47,520,1977,0,0,0,=0/47,=0/520,=0/1977
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90717.95,0,53,521,2008,0,0,0,=0/53,=0/521,=0/2008
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90717.95,0,54,522,2009,0,0,0,=0/54,=0/522,=0/2009
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90717.95,0,55,523,2010,0,0,0,=0/55,=0/523,=0/2010
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90717.0,0,56,524,2011,0,0,0,=0/56,=0/524,=0/2011
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90717.95,0,57,525,2012,0,0,0,=0/57,=0/525,=0/2012
gemini-1.5-flash-002,PoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90717.95,0,58,526,2013,0,0,0,=0/58,=0/526,=0/2013
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.47,0,518,736,2003,0,0,0,=0/518,=0/736,=0/2003
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.04,0,519,741,2014,0,0,0,=0/519,=0/741,=0/2014
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.02,0,520,742,2015,0,0,0,=0/520,=0/742,=0/2015
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.04,0,521,743,2016,0,0,0,=0/521,=0/743,=0/2016
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.0,0,522,744,2017,0,0,0,=0/522,=0/744,=0/2017
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.0,0,523,745,2018,0,0,0,=0/523,=0/745,=0/2018
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.0,0,524,746,2019,0,0,0,=0/524,=0/746,=0/2019
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.04,0,525,747,2020,0,0,0,=0/525,=0/747,=0/2020
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.0,0,526,748,2021,0,0,0,=0/526,=0/748,=0/2021
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.05,0,527,749,2022,0,0,0,=0/527,=0/749,=0/2022
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90718.0,0,52,740,2007,0,0,0,=0/52,=0/740,=0/2007
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90718.0,0,59,751,2024,0,0,0,=0/59,=0/751,=0/2024
gemini-1.5-flash-002,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,90718.0,0,60,752,2025,0,0,0,=0/60,=0/752,=0/2025
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,52178.69,0,39,747,1957,0,0,0,=0/39,=0/747,=0/1957
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,5217.12,0,61,748,2026,0,0,0,=0/61,=0/748,=0/2026
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,52160.16,0,62,749,2027,0,0,0,=0/62,=0/749,=0/2027
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,51340.0,0,63,750,2028,0,0,0,=0/63,=0/750,=0/2028
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,52157.88,0,64,751,2029,0,0,0,=0/64,=0/751,=0/2029
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,82648.18,0,65,752,2030,0,0,0,=0/65,=0/752,=0/2030
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,52160.19,0,66,753,2031,0,0,0,=0/66,=0/753,=0/2031
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,82648.66,0,67,754,2032,0,0,0,=0/67,=0/754,=0/2032
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,52465.16,0,68,755,2033,0,0,0,=0/68,=0/755,=0/2033
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,52465.16,0,69,756,2034,0,0,0,=0/69,=0/756,=0/2034
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,52464.79,0,70,757,2035,0,0,0,=0/70,=0/757,=0/2035
gemini-1.5-flash-002,one_shot,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,52160.16,0,71,758,2036,0,0,0,=0/71,=0/758,=0/2036
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.0,0,528,750,2023,0,0,0,=0/528,=0/750,=0/2023
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.05,0,529,753,2038,0,0,0,=0/529,=0/753,=0/2038
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.06,0,530,754,2039,0,0,0,=0/530,=0/754,=0/2039
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.02,0,531,755,2040,0,0,0,=0/531,=0/755,=0/2040
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90705.66,0,532,756,2041,0,0,0,=0/532,=0/756,=0/2041
gemini-1.5-flash-002,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,90718.0,0,533,757,2042,0,0,0,=0/533,=0/757,=0/2042
