Model,Type,Account,Answer,Correct,Repetition per Account(Model),Repetition per Type(Model),Repetition per Question(Model),Account(Model) Cumulative,Type(Model) Cumulative,Question(Model) Cumulative,Account(Model) Percentual,Type(Model) Percentual,Question(Model) Percentual,Type and Account Percentual
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,188,350,988,2,2,2,=2/188,=2/350,=2/988,=2/50
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,189,351,989,2,2,2,=2/189,=2/351,=2/989,=2/51
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,116.67,0,178,353,978,2,0,2,=2/178,=0/353,=2/978,=0/53
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,116.67,0,191,354,991,2,0,2,=2/191,=0/354,=2/991,=0/54
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,300000.0,0,192,355,992,2,0,2,=2/192,=0/355,=2/992,=0/55
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,100.0,0,193,356,993,2,0,2,=2/193,=0/356,=2/993,=0/56
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,100.0,0,194,357,994,2,0,2,=2/194,=0/357,=2/994,=0/57
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,100.0,0,195,358,995,2,0,2,=2/195,=0/358,=2/995,=0/58
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,28.57,0,196,359,996,2,0,2,=2/196,=0/359,=2/996,=0/59
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,100.0,0,197,360,997,2,0,2,=2/197,=0/360,=2/997,=0/60
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,190,352,990,2,2,2,=2/190,=2/352,=2/990,=2/52
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,199,353,999,2,2,2,=2/199,=2/353,=2/999,=2/53
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,200,354,1000,2,2,2,=2/200,=2/354,=2/1000,=2/54
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,201,355,1001,2,2,2,=2/201,=2/355,=2/1001,=2/55
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,202,356,1002,2,2,2,=2/202,=2/356,=2/1002,=2/56
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,203,357,1003,2,2,2,=2/203,=2/357,=2/1003,=2/57
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,204,358,1004,2,2,2,=2/204,=2/358,=2/1004,=2/58
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,205,359,1005,2,2,2,=2/205,=2/359,=2/1005,=2/59
gemini-1.5-flash-002,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,63.0,0,186,285,986,2,0,2,=2/186,=0/285,=2/986,=0/85
gemini-1.5-flash-002,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,45.0,0,207,286,1007,2,0,2,=2/207,=0/286,=2/1007,=0/86
gemini-1.5-flash-002,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,63.0,0,208,287,1008,2,0,2,=2/208,=0/287,=2/1008,=0/87
gemini-1.5-flash-002,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,63.0,0,209,288,1009,2,0,2,=2/209,=0/288,=2/1009,=0/88
gemini-1.5-flash-002,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,63.0,0,210,289,1010,2,0,2,=2/210,=0/289,=2/1010,=0/89
gemini-1.5-flash-002,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,63.0,0,211,290,1011,2,0,2,=2/211,=0/290,=2/1011,=0/90
gemini-1.5-flash-002,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,63.0,0,212,291,1012,2,0,2,=2/212,=0/291,=2/1012,=0/91
gemini-1.5-flash-002,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,63.0,0,213,292,1013,2,0,2,=2/213,=0/292,=2/1013,=0/92
gemini-1.5-flash-002,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,45.0,0,214,293,1014,2,0,2,=2/214,=0/293,=2/1014,=0/93
gemini-1.5-flash-002,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,63.0,0,215,294,1015,2,0,2,=2/215,=0/294,=2/1015,=0/94
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,175.0,0,198,361,998,2,0,2,=2/198,=0/361,=2/998,=0/61
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,116.67,0,217,362,1017,2,0,2,=2/217,=0/362,=2/1017,=0/62
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,44.0,0,206,360,1006,2,2,2,=2/206,=2/360,=2/1006,=2/60
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,3000000.0,0,218,363,1018,2,0,2,=2/218,=0/363,=2/1018,=0/63
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,100.0,0,220,364,1020,2,0,2,=2/220,=0/364,=2/1020,=0/64
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,100.0,0,221,365,1021,2,0,2,=2/221,=0/365,=2/1021,=0/65
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,100.0,0,222,366,1022,2,0,2,=2/222,=0/366,=2/1022,=0/66
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,219,361,1019,2,2,2,=2/219,=2/361,=2/1019,=2/61
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1386.0,0,224,362,1024,2,2,2,=2/224,=2/362,=2/1024,=2/62
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,225,363,1025,2,2,2,=2/225,=2/363,=2/1025,=2/63
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,226,364,1026,2,2,2,=2/226,=2/364,=2/1026,=2/64
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,100.0,0,223,367,1023,2,0,2,=2/223,=0/367,=2/1023,=0/67
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,100.0,0,228,368,1028,2,0,2,=2/228,=0/368,=2/1028,=0/68
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,100.0,0,229,369,1029,2,0,2,=2/229,=0/369,=2/1029,=0/69
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,100.0,0,230,370,1030,2,0,2,=2/230,=0/370,=2/1030,=0/70
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,100.0,0,231,371,1031,2,0,2,=2/231,=0/371,=2/1031,=0/71
gemini-1.5-flash-002,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,63.0,0,216,295,1016,2,0,2,=2/216,=0/295,=2/1016,=0/95
gemini-1.5-flash-002,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,63.0,0,233,296,1033,2,0,2,=2/233,=0/296,=2/1033,=0/96
gemini-1.5-flash-002,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,63.0,0,234,297,1034,2,0,2,=2/234,=0/297,=2/1034,=0/97
gemini-1.5-flash-002,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,63.0,0,235,298,1035,2,0,2,=2/235,=0/298,=2/1035,=0/98
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,227,365,1027,2,2,2,=2/227,=2/365,=2/1027,=2/65
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,237,366,1037,2,2,2,=2/237,=2/366,=2/1037,=2/66
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,238,367,1038,2,2,2,=2/238,=2/367,=2/1038,=2/67
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,239,368,1039,2,2,2,=2/239,=2/368,=2/1039,=2/68
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,240,369,1040,2,2,2,=2/240,=2/369,=2/1040,=2/69
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,241,370,1041,2,2,2,=2/241,=2/370,=2/1041,=2/70
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,242,371,1042,2,2,2,=2/242,=2/371,=2/1042,=2/71
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,45.0,0,243,372,1043,2,2,2,=2/243,=2/372,=2/1043,=2/72
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,244,373,1044,2,2,2,=2/244,=2/373,=2/1044,=2/73
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,245,374,1045,2,2,2,=2/245,=2/374,=2/1045,=2/74
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,246,375,1046,2,2,2,=2/246,=2/375,=2/1046,=2/75
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,247,376,1047,2,2,2,=2/247,=2/376,=2/1047,=2/76
gemini-1.5-flash-002,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,63.0,0,236,299,1036,2,0,2,=2/236,=0/299,=2/1036,=0/99
gemini-1.5-flash-002,PoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,45.0,0,249,300,1049,2,0,2,=2/249,=0/300,=2/1049,=0/100
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,28.57,0,232,372,1032,2,0,2,=2/232,=0/372,=2/1032,=0/72
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,28.57,0,250,373,1050,2,0,2,=2/250,=0/373,=2/1050,=0/73
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,100.0,0,251,374,1051,2,0,2,=2/251,=0/374,=2/1051,=0/74
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,248,377,1048,2,2,2,=2/248,=2/377,=2/1048,=2/77
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,253,378,1053,2,2,2,=2/253,=2/378,=2/1053,=2/78
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,254,379,1054,2,2,2,=2/254,=2/379,=2/1054,=2/79
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,255,380,1055,2,2,2,=2/255,=2/380,=2/1055,=2/80
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,256,381,1056,2,2,2,=2/256,=2/381,=2/1056,=2/81
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,257,382,1057,2,2,2,=2/257,=2/382,=2/1057,=2/82
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,258,383,1058,2,2,2,=2/258,=2/383,=2/1058,=2/83
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,259,384,1059,2,2,2,=2/259,=2/384,=2/1059,=2/84
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,260,385,1060,2,2,2,=2/260,=2/385,=2/1060,=2/85
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,261,386,1061,2,2,2,=2/261,=2/386,=2/1061,=2/86
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,262,387,1062,2,2,2,=2/262,=2/387,=2/1062,=2/87
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,263,388,1063,2,2,2,=2/263,=2/388,=2/1063,=2/88
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,264,389,1064,2,2,2,=2/264,=2/389,=2/1064,=2/89
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,265,390,1065,2,2,2,=2/265,=2/390,=2/1065,=2/90
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,266,391,1066,2,2,2,=2/266,=2/391,=2/1066,=2/91
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,267,392,1067,2,2,2,=2/267,=2/392,=2/1067,=2/92
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,268,393,1068,2,2,2,=2/268,=2/393,=2/1068,=2/93
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,28.57,0,252,375,1052,2,0,2,=2/252,=0/375,=2/1052,=0/75
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,100.0,0,270,376,1070,2,0,2,=2/270,=0/376,=2/1070,=0/76
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,100.0,0,271,377,1071,2,0,2,=2/271,=0/377,=2/1071,=0/77
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,100.0,0,272,378,1072,2,0,2,=2/272,=0/378,=2/1072,=0/78
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,300000.0,0,273,379,1073,2,0,2,=2/273,=0/379,=2/1073,=0/79
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,100.0,0,274,380,1074,2,0,2,=2/274,=0/380,=2/1074,=0/80
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,100.0,0,275,381,1075,2,0,2,=2/275,=0/381,=2/1075,=0/81
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,100.0,0,276,382,1076,2,0,2,=2/276,=0/382,=2/1076,=0/82
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,100.0,0,277,383,1077,2,0,2,=2/277,=0/383,=2/1077,=0/83
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,269,394,1069,2,2,2,=2/269,=2/394,=2/1069,=2/94
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,279,395,1079,2,2,2,=2/279,=2/395,=2/1079,=2/95
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,280,396,1080,2,2,2,=2/280,=2/396,=2/1080,=2/96
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,281,397,1081,2,2,2,=2/281,=2/397,=2/1081,=2/97
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,282,398,1082,2,2,2,=2/282,=2/398,=2/1082,=2/98
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,283,399,1083,2,2,2,=2/283,=2/399,=2/1083,=2/99
gemini-1.5-flash-002,CoT,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,1000.0,0,284,400,1084,2,2,2,=2/284,=2/400,=2/1084,=2/100
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,300000.0,0,278,384,1078,2,0,2,=2/278,=0/384,=2/1078,=0/84
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,100.0,0,285,385,1085,2,0,2,=2/285,=0/385,=2/1085,=0/85
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,100.0,0,286,386,1086,2,0,2,=2/286,=0/386,=2/1086,=0/86
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,100.0,0,287,387,1087,2,0,2,=2/287,=0/387,=2/1087,=0/87
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,28.57,0,288,388,1088,2,0,2,=2/288,=0/388,=2/1088,=0/88
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,28.57,0,289,389,1089,2,0,2,=2/289,=0/389,=2/1089,=0/89
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,100.0,0,290,390,1090,2,0,2,=2/290,=0/390,=2/1090,=0/90
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,100.0,0,291,391,1091,2,0,2,=2/291,=0/391,=2/1091,=0/91
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,100.0,0,292,392,1092,2,0,2,=2/292,=0/392,=2/1092,=0/92
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,100.0,0,293,393,1093,2,0,2,=2/293,=0/393,=2/1093,=0/93
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,100.0,0,294,394,1094,2,0,2,=2/294,=0/394,=2/1094,=0/94
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,28.6,0,295,395,1095,2,0,2,=2/295,=0/395,=2/1095,=0/95
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,100.0,0,296,396,1096,2,0,2,=2/296,=0/396,=2/1096,=0/96
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,100.0,0,297,397,1097,2,0,2,=2/297,=0/397,=2/1097,=0/97
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,100.0,0,298,398,1098,2,0,2,=2/298,=0/398,=2/1098,=0/98
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,175.0,0,299,399,1099,2,0,2,=2/299,=0/399,=2/1099,=0/99
gemini-1.5-flash-002,one_shot,3PkdlJxKFjFEsNOw_E-EI5TLYG57Sod5VZnX6Q==,116.67,0,300,400,1100,2,0,2,=2/300,=0/400,=2/1100,=0/100
gemini-1.5-flash-002,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,1000.0,0,1,401,1101,0,2,2,=0/1,=2/401,=2/1101,=0/1
gemini-1.5-flash-002,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,1000.0,0,2,402,1102,0,2,2,=0/2,=2/402,=2/1102,=0/2
gemini-1.5-flash-002,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,1000.0,0,3,403,1103,0,2,2,=0/3,=2/403,=2/1103,=0/3
gemini-1.5-flash-002,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,1000.0,0,4,404,1104,0,2,2,=0/4,=2/404,=2/1104,=0/4
gemini-1.5-flash-002,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,1000.0,0,5,405,1105,0,2,2,=0/5,=2/405,=2/1105,=0/5
gemini-1.5-flash-002,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,1000.0,0,6,406,1106,0,2,2,=0/6,=2/406,=2/1106,=0/6
gemini-1.5-flash-002,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,1000.0,0,7,407,1107,0,2,2,=0/7,=2/407,=2/1107,=0/7
gemini-1.5-flash-002,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,1000.0,0,8,408,1108,0,2,2,=0/8,=2/408,=2/1108,=0/8
gemini-1.5-flash-002,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,1000.0,0,9,409,1109,0,2,2,=0/9,=2/409,=2/1109,=0/9
gemini-1.5-flash-002,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,1000.0,0,10,410,1110,0,2,2,=0/10,=2/410,=2/1110,=0/10
gemini-1.5-flash-002,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,1000.0,0,11,411,1111,0,2,2,=0/11,=2/411,=2/1111,=0/11
gemini-1.5-flash-002,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,1000.0,0,12,412,1112,0,2,2,=0/12,=2/412,=2/1112,=0/12
gemini-1.5-flash-002,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,1000.0,0,13,413,1113,0,2,2,=0/13,=2/413,=2/1113,=0/13
gemini-1.5-flash-002,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,1000.0,0,14,414,1114,0,2,2,=0/14,=2/414,=2/1114,=0/14
gemini-1.5-flash-002,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,1000.0,0,15,415,1115,0,2,2,=0/15,=2/415,=2/1115,=0/15
gemini-1.5-flash-002,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,1000.0,0,16,416,1116,0,2,2,=0/16,=2/416,=2/1116,=0/16
gemini-1.5-flash-002,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,1000.0,0,17,417,1117,0,2,2,=0/17,=2/417,=2/1117,=0/17
gemini-1.5-flash-002,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,1000.0,0,18,418,1118,0,2,2,=0/18,=2/418,=2/1118,=0/18
gemini-1.5-flash-002,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,1000.0,0,19,419,1119,0,2,2,=0/19,=2/419,=2/1119,=0/19
gemini-1.5-flash-002,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,1000.0,0,20,420,1120,0,2,2,=0/20,=2/420,=2/1120,=0/20
gemini-1.5-flash-002,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,1387.0,0,21,421,1121,0,2,2,=0/21,=2/421,=2/1121,=0/21
gemini-1.5-flash-002,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,1000.0,0,22,422,1122,0,2,2,=0/22,=2/422,=2/1122,=0/22
gemini-1.5-flash-002,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,1000.0,0,23,423,1123,0,2,2,=0/23,=2/423,=2/1123,=0/23
gemini-1.5-flash-002,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,45.0,0,24,424,1124,0,2,2,=0/24,=2/424,=2/1124,=0/24
gemini-1.5-flash-002,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,1000.0,0,25,425,1125,0,2,2,=0/25,=2/425,=2/1125,=0/25
gemini-1.5-flash-002,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,1000.0,0,26,426,1126,0,2,2,=0/26,=2/426,=2/1126,=0/26
gemini-1.5-flash-002,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,1000.0,0,27,427,1127,0,2,2,=0/27,=2/427,=2/1127,=0/27
